7.7555 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
337.9282 	EXP 	fixation: autoDraw = True
338.9199 	EXP 	pres_text: autoDraw = True
338.9410 	EXP 	fixation: autoDraw = False
339.9126 	EXP 	New trial (rep=4, index=0): None
339.9229 	EXP 	fixation: autoDraw = False
339.9229 	EXP 	pres_text: autoDraw = False
339.9229 	EXP 	pres_text: text = '9'
339.9229 	EXP 	fixation: autoDraw = True
340.9219 	EXP 	pres_text: autoDraw = True
340.9377 	EXP 	fixation: autoDraw = False
341.9098 	EXP 	New trial (rep=5, index=0): None
341.9278 	EXP 	fixation: autoDraw = False
341.9278 	EXP 	pres_text: autoDraw = False
341.9278 	EXP 	pres_text: text = '3'
341.9278 	EXP 	fixation: autoDraw = True
342.9210 	EXP 	pres_text: autoDraw = True
342.9361 	EXP 	fixation: autoDraw = False
343.9051 	EXP 	New trial (rep=6, index=0): None
343.9282 	EXP 	fixation: autoDraw = False
343.9282 	EXP 	pres_text: autoDraw = False
343.9282 	EXP 	pres_text: text = '2'
343.9282 	EXP 	fixation: autoDraw = True
344.9043 	EXP 	pres_text: autoDraw = True
344.9389 	EXP 	fixation: autoDraw = False
345.9061 	EXP 	New trial (rep=7, index=0): None
345.9227 	EXP 	fixation: autoDraw = False
345.9227 	EXP 	pres_text: autoDraw = False
345.9227 	EXP 	pres_text: text = '0'
345.9227 	EXP 	fixation: autoDraw = True
346.9297 	EXP 	pres_text: autoDraw = True
346.9477 	EXP 	fixation: autoDraw = False
347.9313 	EXP 	fixation: autoDraw = False
347.9313 	EXP 	pres_text: autoDraw = False
347.9313 	EXP 	recall_txt: autoDraw = True
347.9313 	EXP 	textbox: autoDraw = True
347.9313 	EXP 	cont_button: autoDraw = True
352.7725 	DATA 	Mouse: Left button down, pos=(951,114)
352.8093 	EXP 	recall_txt: autoDraw = False
352.8093 	EXP 	textbox: autoDraw = False
352.8093 	EXP 	cont_button: autoDraw = False
352.8093 	EXP 	feedback_text: text = 'Incorrect'
352.8093 	EXP 	feedback_text: autoDraw = True
352.9539 	DATA 	Mouse:  Left button up, pos=(951,114)
353.8020 	EXP 	New trial (rep=0, index=6): {'condition_file': 'nine.xlsx'}
354.1203 	EXP 	Imported nine.xlsx as conditions, 3 conditions, 2 params
354.1217 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
354.1229 	EXP 	New trial (rep=0, index=0): {'digitSpan': 9, 'digits': 368373442}
354.1240 	EXP 	Created sequence: sequential, trialTypes=1, nReps=9, seed=None
354.1246 	EXP 	New trial (rep=0, index=0): None
354.1362 	EXP 	feedback_text: autoDraw = False
354.1362 	EXP 	pres_text: text = '3'
354.1362 	EXP 	fixation: autoDraw = True
355.1355 	EXP 	pres_text: autoDraw = True
355.1618 	EXP 	fixation: autoDraw = False
355.8055 	EXP 	New trial (rep=1, index=0): None
355.8334 	EXP 	fixation: autoDraw = False
355.8334 	EXP 	pres_text: autoDraw = False
355.8334 	EXP 	pres_text: text = '6'
355.8334 	EXP 	fixation: autoDraw = True
356.8201 	EXP 	pres_text: autoDraw = True
356.8447 	EXP 	fixation: autoDraw = False
357.8049 	EXP 	New trial (rep=2, index=0): None
357.8239 	EXP 	fixation: autoDraw = False
357.8239 	EXP 	pres_text: autoDraw = False
357.8239 	EXP 	pres_text: text = '8'
357.8239 	EXP 	fixation: autoDraw = True
358.8136 	EXP 	pres_text: autoDraw = True
358.8336 	EXP 	fixation: autoDraw = False
359.7984 	EXP 	New trial (rep=3, index=0): None
359.8176 	EXP 	fixation: autoDraw = False
359.8176 	EXP 	pres_text: autoDraw = False
359.8176 	EXP 	pres_text: text = '3'
359.8176 	EXP 	fixation: autoDraw = True
360.8009 	EXP 	pres_text: autoDraw = True
360.8182 	EXP 	fixation: autoDraw = False
361.8030 	EXP 	New trial (rep=4, index=0): None
361.8223 	EXP 	fixation: autoDraw = False
361.8223 	EXP 	pres_text: autoDraw = False
361.8223 	EXP 	pres_text: text = '7'
361.8223 	EXP 	fixation: autoDraw = True
362.8149 	EXP 	pres_text: autoDraw = True
362.8349 	EXP 	fixation: autoDraw = False
363.7947 	EXP 	New trial (rep=5, index=0): None
363.8149 	EXP 	fixation: autoDraw = False
363.8149 	EXP 	pres_text: autoDraw = False
363.8149 	EXP 	pres_text: text = '3'
363.8149 	EXP 	fixation: autoDraw = True
364.8045 	EXP 	pres_text: autoDraw = True
364.8265 	EXP 	fixation: autoDraw = False
365.7958 	EXP 	New trial (rep=6, index=0): None
365.8123 	EXP 	fixation: autoDraw = False
365.8123 	EXP 	pres_text: autoDraw = False
365.8123 	EXP 	pres_text: text = '4'
365.8123 	EXP 	fixation: autoDraw = True
366.8103 	EXP 	pres_text: autoDraw = True
366.8255 	EXP 	fixation: autoDraw = False
367.8137 	EXP 	New trial (rep=7, index=0): None
367.8309 	EXP 	fixation: autoDraw = False
367.8309 	EXP 	pres_text: autoDraw = False
367.8309 	EXP 	pres_text: text = '4'
367.8309 	EXP 	fixation: autoDraw = True
368.8142 	EXP 	pres_text: autoDraw = True
368.8280 	EXP 	fixation: autoDraw = False
369.7924 	EXP 	New trial (rep=8, index=0): None
369.8126 	EXP 	fixation: autoDraw = False
369.8126 	EXP 	pres_text: autoDraw = False
369.8126 	EXP 	pres_text: text = '2'
369.8126 	EXP 	fixation: autoDraw = True
370.8008 	EXP 	pres_text: autoDraw = True
370.8232 	EXP 	fixation: autoDraw = False
371.8126 	EXP 	fixation: autoDraw = False
371.8126 	EXP 	pres_text: autoDraw = False
371.8126 	EXP 	recall_txt: autoDraw = True
371.8126 	EXP 	textbox: autoDraw = True
371.8126 	EXP 	cont_button: autoDraw = True
374.9311 	DATA 	Mouse: Left button down, pos=(951,114)
374.9551 	EXP 	recall_txt: autoDraw = False
374.9551 	EXP 	textbox: autoDraw = False
374.9551 	EXP 	cont_button: autoDraw = False
374.9551 	EXP 	feedback_text: text = 'Incorrect'
374.9551 	EXP 	feedback_text: autoDraw = True
375.0523 	DATA 	Mouse:  Left button up, pos=(951,114)
375.9492 	EXP 	New trial (rep=0, index=1): {'digitSpan': 9, 'digits': 576270919}
375.9505 	EXP 	Created sequence: sequential, trialTypes=1, nReps=9, seed=None
375.9516 	EXP 	New trial (rep=0, index=0): None
375.9627 	EXP 	feedback_text: autoDraw = False
375.9627 	EXP 	feedback_text: autoDraw = False
375.9627 	EXP 	pres_text: text = '5'
375.9627 	EXP 	fixation: autoDraw = True
376.9618 	EXP 	pres_text: autoDraw = True
376.9729 	EXP 	fixation: autoDraw = False
377.9551 	EXP 	New trial (rep=1, index=0): None
377.9782 	EXP 	fixation: autoDraw = False
377.9782 	EXP 	pres_text: autoDraw = False
377.9782 	EXP 	pres_text: text = '7'
377.9782 	EXP 	fixation: autoDraw = True
378.9800 	EXP 	pres_text: autoDraw = True
379.0025 	EXP 	fixation: autoDraw = False
379.9629 	EXP 	New trial (rep=2, index=0): None
379.9817 	EXP 	fixation: autoDraw = False
379.9817 	EXP 	pres_text: autoDraw = False
379.9817 	EXP 	pres_text: text = '6'
379.9817 	EXP 	fixation: autoDraw = True
380.9861 	EXP 	pres_text: autoDraw = True
381.0025 	EXP 	fixation: autoDraw = False
381.9551 	EXP 	New trial (rep=3, index=0): None
381.9829 	EXP 	fixation: autoDraw = False
381.9829 	EXP 	pres_text: autoDraw = False
381.9829 	EXP 	pres_text: text = '2'
381.9829 	EXP 	fixation: autoDraw = True
382.9546 	EXP 	pres_text: autoDraw = True
383.0019 	EXP 	fixation: autoDraw = False
383.9532 	EXP 	New trial (rep=4, index=0): None
383.9727 	EXP 	fixation: autoDraw = False
383.9727 	EXP 	pres_text: autoDraw = False
383.9727 	EXP 	pres_text: text = '7'
383.9727 	EXP 	fixation: autoDraw = True
384.9562 	EXP 	pres_text: autoDraw = True
384.9856 	EXP 	fixation: autoDraw = False
385.9685 	EXP 	New trial (rep=5, index=0): None
385.9891 	EXP 	fixation: autoDraw = False
385.9891 	EXP 	pres_text: autoDraw = False
385.9891 	EXP 	pres_text: text = '0'
385.9891 	EXP 	fixation: autoDraw = True
386.9738 	EXP 	pres_text: autoDraw = True
386.9992 	EXP 	fixation: autoDraw = False
387.9571 	EXP 	New trial (rep=6, index=0): None
387.9804 	EXP 	fixation: autoDraw = False
387.9804 	EXP 	pres_text: autoDraw = False
387.9804 	EXP 	pres_text: text = '9'
387.9804 	EXP 	fixation: autoDraw = True
388.9726 	EXP 	pres_text: autoDraw = True
389.0018 	EXP 	fixation: autoDraw = False
389.9532 	EXP 	New trial (rep=7, index=0): None
389.9751 	EXP 	fixation: autoDraw = False
389.9751 	EXP 	pres_text: autoDraw = False
389.9751 	EXP 	pres_text: text = '1'
389.9751 	EXP 	fixation: autoDraw = True
390.9555 	EXP 	pres_text: autoDraw = True
390.9853 	EXP 	fixation: autoDraw = False
391.9657 	EXP 	New trial (rep=8, index=0): None
391.9850 	EXP 	fixation: autoDraw = False
391.9850 	EXP 	pres_text: autoDraw = False
391.9850 	EXP 	pres_text: text = '9'
391.9850 	EXP 	fixation: autoDraw = True
392.9752 	EXP 	pres_text: autoDraw = True
392.9970 	EXP 	fixation: autoDraw = False
393.9772 	EXP 	fixation: autoDraw = False
393.9772 	EXP 	pres_text: autoDraw = False
393.9772 	EXP 	recall_txt: autoDraw = True
393.9772 	EXP 	textbox: autoDraw = True
393.9772 	EXP 	cont_button: autoDraw = True
395.2507 	DATA 	Mouse: Left button down, pos=(951,114)
395.2841 	EXP 	recall_txt: autoDraw = False
395.2841 	EXP 	textbox: autoDraw = False
395.2841 	EXP 	cont_button: autoDraw = False
395.2841 	EXP 	feedback_text: text = 'Incorrect'
395.2841 	EXP 	feedback_text: autoDraw = True
395.4237 	DATA 	Mouse:  Left button up, pos=(951,114)
396.2769 	EXP 	New trial (rep=0, index=2): {'digitSpan': 9, 'digits': 688655957}
396.2783 	EXP 	Created sequence: sequential, trialTypes=1, nReps=9, seed=None
396.2788 	EXP 	New trial (rep=0, index=0): None
396.3030 	EXP 	feedback_text: autoDraw = False
396.3030 	EXP 	pres_text: text = '6'
396.3030 	EXP 	fixation: autoDraw = True
397.2830 	EXP 	pres_text: autoDraw = True
397.3185 	EXP 	fixation: autoDraw = False
398.2817 	EXP 	New trial (rep=1, index=0): None
398.3082 	EXP 	fixation: autoDraw = False
398.3082 	EXP 	pres_text: autoDraw = False
398.3082 	EXP 	pres_text: text = '8'
398.3082 	EXP 	fixation: autoDraw = True
399.2802 	EXP 	pres_text: autoDraw = True
399.3279 	EXP 	fixation: autoDraw = False
400.2689 	EXP 	New trial (rep=2, index=0): None
400.2818 	EXP 	pres_text: autoDraw = False
400.2818 	EXP 	fixation: autoDraw = False
400.2818 	EXP 	pres_text: autoDraw = False
400.2818 	EXP 	pres_text: text = '8'
400.2818 	EXP 	fixation: autoDraw = True
401.2787 	EXP 	pres_text: autoDraw = True
401.2988 	EXP 	fixation: autoDraw = False
402.2844 	EXP 	New trial (rep=3, index=0): None
402.3265 	EXP 	fixation: autoDraw = False
402.3265 	EXP 	pres_text: autoDraw = False
402.3265 	EXP 	pres_text: text = '6'
402.3265 	EXP 	fixation: autoDraw = True
403.3134 	EXP 	pres_text: autoDraw = True
403.3333 	EXP 	fixation: autoDraw = False
404.2863 	EXP 	New trial (rep=4, index=0): None
404.3054 	EXP 	fixation: autoDraw = False
404.3054 	EXP 	pres_text: autoDraw = False
404.3054 	EXP 	pres_text: text = '5'
404.3054 	EXP 	fixation: autoDraw = True
405.2976 	EXP 	pres_text: autoDraw = True
405.3236 	EXP 	fixation: autoDraw = False
406.2763 	EXP 	New trial (rep=5, index=0): None
406.2926 	EXP 	fixation: autoDraw = False
406.2926 	EXP 	pres_text: autoDraw = False
406.2926 	EXP 	pres_text: text = '5'
406.2926 	EXP 	fixation: autoDraw = True
407.2828 	EXP 	pres_text: autoDraw = True
407.3116 	EXP 	fixation: autoDraw = False
408.2764 	EXP 	New trial (rep=6, index=0): None
408.2961 	EXP 	fixation: autoDraw = False
408.2961 	EXP 	pres_text: autoDraw = False
408.2961 	EXP 	pres_text: text = '9'
408.2961 	EXP 	fixation: autoDraw = True
409.2821 	EXP 	pres_text: autoDraw = True
409.2927 	EXP 	fixation: autoDraw = False
410.2834 	EXP 	New trial (rep=7, index=0): None
410.3041 	EXP 	fixation: autoDraw = False
410.3041 	EXP 	pres_text: autoDraw = False
410.3041 	EXP 	pres_text: text = '5'
410.3041 	EXP 	fixation: autoDraw = True
411.2952 	EXP 	pres_text: autoDraw = True
411.3234 	EXP 	fixation: autoDraw = False
412.2830 	EXP 	New trial (rep=8, index=0): None
412.3022 	EXP 	fixation: autoDraw = False
412.3022 	EXP 	pres_text: autoDraw = False
412.3022 	EXP 	pres_text: text = '7'
412.3022 	EXP 	fixation: autoDraw = True
413.3076 	EXP 	pres_text: autoDraw = True
413.3270 	EXP 	fixation: autoDraw = False
414.3080 	EXP 	fixation: autoDraw = False
414.3080 	EXP 	pres_text: autoDraw = False
414.3080 	EXP 	recall_txt: autoDraw = True
414.3080 	EXP 	textbox: autoDraw = True
414.3080 	EXP 	cont_button: autoDraw = True
416.6458 	DATA 	Keypress: return
417.5753 	DATA 	Keypress: space
418.3645 	DATA 	Keypress: j
419.0936 	DATA 	Keypress: backspace
419.4248 	DATA 	Keypress: 9
419.6921 	DATA 	Keypress: return
420.6919 	DATA 	Keypress: backspace
421.3367 	DATA 	Mouse: Left button down, pos=(951,114)
421.3639 	EXP 	recall_txt: autoDraw = False
421.3639 	EXP 	textbox: autoDraw = False
421.3639 	EXP 	cont_button: autoDraw = False
421.3639 	EXP 	feedback_text: text = 'Incorrect'
421.3639 	EXP 	feedback_text: autoDraw = True
421.4633 	DATA 	Mouse:  Left button up, pos=(951,114)
422.3756 	EXP 	feedback_text: autoDraw = False
422.3756 	EXP 	thank_you: autoDraw = True
425.1470 	DATA 	Mouse: Left button down, pos=(1276,352)
425.3155 	DATA 	Mouse:  Left button up, pos=(1276,352)
425.3644 	EXP 	thank_you: autoDraw = False
425.4738 	EXP 	window1: mouseVisible = True
