instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,,,,,,,,31.209,38.342,"[-0.062037037037037036,0.575925925925926,-0.2796296296296296,0.5842592592592593,0.25555555555555554,0.2972222222222222,0.2916666666666667,0.49166666666666664]","[0.046296296296296294,0.01574074074074074,-0.2796296296296296,-0.32222222222222224,0.12685185185185185,0.3453703703703704,0.3712962962962963,-0.4064814814814815]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[1.232999999999997,2.0660000000000025,2.933,3.966000000000001,4.832000000000001,5.432000000000002,5.899000000000001,7.131999999999998]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,38.342,39.342,3,0,3,0,1,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,39.342,"[[0.0675,0.07375],[-0.26625,0.235],[-0.01875,0.235],[-0.285,-0.27125],[0.16625,0.3825],[-0.68625,-0.225],[-0.12125,-0.12625],[0.30125,-0.0175],[0.54,0.03625]]",39.843,39.843,40.343,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,40.343,40.843,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,40.843,41.342,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,41.342,41.843,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,41.843,42.342,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,42.342,42.843,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,42.843,43.342,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,,,,,,,,43.342,49.842,"[0.05462962962962963,-0.020370370370370372,-0.11388888888888889,0.16574074074074074,-0.7092592592592593,-0.3194444444444444,0.28888888888888886,0.4935185185185185]","[0.07777777777777778,0.2064814814814815,-0.1527777777777778,0.41944444444444445,-0.22037037037037038,-0.262037037037037,-0.024074074074074074,-0.3990740740740741]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.8329999999999984,1.5999999999999943,2.5989999999999966,3.2659999999999982,4.132999999999996,4.866,5.665999999999997,6.499000000000002]","[""blk1"",""blk3"",""blk7"",""blk5"",""blk6"",""blk4"",""blk8""]","[1,0,0,0,0,0,0]",0,49.842,50.843,4,0,4,0,1,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,50.843,"[[0.25625,0.0975],[-0.01875,0.235],[0.22,0.2425],[0.4125,-0.1325],[0.365,-0.27625],[-0.285,-0.27125],[-0.675,0.29875],[0.62875,-0.1825],[0.54,0.03625]]",51.342,51.342,51.842,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,51.842,52.342,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,52.342,52.842,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,52.842,53.342,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,53.342,53.843,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,53.843,54.342,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,54.342,54.842,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,642350,001,2023-12-21_11h19.56.812,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,,,,,,,,54.842,,,,,,,,,,,,,5,0,5,0,1,999
