instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,,,,,,,,55.1909,62.9706,"[0.20103092783505155,0.21227741330834116,-0.7230552952202437,0.4790691171948219,0.47282099343955014,0.5359263111747306]","[-0.16416746674013002,-0.2797563261480787,-0.2104029990627929,0.3500468603561387,0.1825991686862992,-0.4053420805998126]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[4.286999999999992,4.537200000002969,5.561999999999998,6.599499999999992,6.9081000000014825,7.779300000000745]","[""blk4"",""blk1"",""blk3"",""blk5"",""blk2""]","[0,0,1,0,0]",0,62.971,63.9699,4,0,4,0,1,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,63.97,"[[0.57875,-0.31375],[-0.6025,0.0725],[-0.09875,0.065],[0.4125,-0.1325],[-0.12125,-0.12625],[0.1925,-0.295],[-0.26625,0.235],[0.6375,0.27375],[0.0675,0.07375]]",64.4699,64.4705,64.9696,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,64.9698,65.4682,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,65.4684,65.966,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,65.9663,66.4644,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,66.4647,66.9656,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,,,,,,,,66.9657,72.2738,"[0.606529285892104,-0.5306154231435245,-0.5756013650366829,-0.0951265229615745,0.4247111040739222,-0.13636363636363635,0.46344892221180883]","[-0.3072477732178421,0.07513276147529581,0.0776319709355963,0.07013431395340324,-0.12980318650421743,-0.1260543580131209,-0.38034992879422447]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.466399999998501,2.1221999999992534,3.055599999997753,3.5079999999999956,3.9706999999992547,4.4917999999970135,5.307699999999244]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,72.2741,73.2715,5,0,5,0,1,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,73.2717,"[[-0.285,-0.27125],[0.365,-0.27625],[-0.18625,0.41125],[-0.0225,0.395],[0.6375,0.27375],[-0.12125,-0.12625],[0.57875,-0.31375],[0.05875,-0.0575],[0.22,0.2425]]",73.7716,73.7725,74.2698,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,74.2701,74.7698,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,74.77,75.2674,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,75.2677,75.7654,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,75.7655,76.2654,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,76.2655,76.7656,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,648346,001,2024-02-15_18h28.41.606,corsi_blocks,2023.2.2,Win32,238.0952381,,,,,,,,,,,76.7656,,,,,,,,,,,,,6,0,6,0,1,999
