instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order,block_sequence.order
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,18.5396,"[[-0.01875,0.235],[0.03125,-0.41],[-0.24625,0.04375],[-0.4075,0.11875],[0.45375,0.175],[0.6375,0.27375],[-0.09875,0.065],[-0.485,0.34625],[-0.26625,0.235]]",19.039,19.0401,19.539,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,19.5395,20.0391,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,20.0395,20.5389,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,20.5393,21.0388,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,21.0391,21.5391,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,,,,,,,,21.5392,26.255,"[-0.005,0.030625,0.04625,-0.25375,-0.365625,0.456875,0.53125]","[0.20375,-0.358125,-0.449375,-0.000625,0.071875,0.16,-0.4175]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.798700000017881,1.399000000000001,2.2485,2.8818000000119213,3.3150000000000013,3.9983000000119233,4.714800000011923]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,26.2554,27.2546,2,0,2,0,1,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,27.2549,"[[-0.09875,0.065],[0.05875,-0.0575],[0.45375,0.175],[0.62875,-0.1825],[0.16625,0.3825],[0.03125,-0.41],[0.54,0.03625],[0.4625,0.35875],[-0.3575,-0.05625]]",27.7545,27.7555,28.2546,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,28.2549,28.7543,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,28.7547,29.2543,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,29.2547,29.7543,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,29.7547,30.2543,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,30.2546,30.7542,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,,,,,,,,,,,30.7543,35.4872,"[-0.07875,0.046875,0.520625,0.58375,0.175625,0.03,0.510625]","[0.050625,-0.030625,0.048125,-0.145,0.34375,-0.43875,-0.395625]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.0654000000059582,1.6986999999880794,2.215400000005964,2.631900000005963,3.3485000000000014,4.031900000005962,4.731599999994039]","[""blk1"",""blk2"",""blk7"",""blk4"",""blk5"",""blk6""]","[1,1,0,1,1,1]",0,35.4877,36.4866,3,0,3,0,1,,
,,,,,,,,,,,331393,001,2024-02-28_10h50.50.787,corsi_blocks,2023.2.2,Win32,60.24096386,36.4869,"[[0.365,-0.27625],[0.62875,-0.1825],[0.57875,-0.31375],[0.25625,0.0975],[-0.01125,-0.295],[-0.68625,-0.225],[0.16625,0.3825],[-0.26625,0.235],[0.30125,-0.0175]]",36.9865,36.9874,,0,0,0,0,1,,,,,,,,,,,,,,4,0,4,0,1,999,5
