instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,,,,18.946,19.439,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,,,,19.439,19.933,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,,,,19.933,20.425,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,,,,,,,,,,,20.425,23.361,"[0.41388888888888886,0.6037037037037037,-0.024074074074074074,0.024074074074074074,-0.3574074074074074,0.5722222222222222]","[-0.13518518518518519,-0.19814814814814816,-0.4666666666666667,-0.41759259259259257,-0.1,-0.4203703703703704]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.507000000000005,1.068000000000005,1.561,1.8150000000000048,2.2150000000000034,2.9350000000000023]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,23.361,24.36,2,0,2,0,1,
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,24.36,"[[-0.01125,-0.295],[0.22,0.2425],[0.365,-0.27625],[0.57875,-0.31375],[0.25625,0.0975],[0.0675,0.07375],[-0.485,0.34625],[-0.68625,-0.225],[-0.285,-0.27125]]",24.854,24.854,25.348,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,,,,25.348,25.841,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,,,,25.841,26.335,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,,,,26.335,26.828,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,,,,26.828,27.322,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,,,,,,,,,,,27.322,30.03,"[-0.026851851851851852,0.18333333333333332,0.37962962962962965,0.5740740740740741,0.27870370370370373,0.4166666666666667]","[-0.2796296296296296,0.275,-0.26481481481481484,-0.2962962962962963,0.09351851851851851,-0.4212962962962963]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.1460000000000008,0.6390000000000029,1.1330000000000027,1.5590000000000046,2.0130000000000052,2.7070000000000007]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,30.03,31.029,3,0,3,0,1,
,,,,,,,,,173109,001,2024-01-16_04h53.38.359,corsi_blocks,2023.2.2,Win32,83.33333333,31.03,"[[0.62875,-0.1825],[0.4625,0.35875],[-0.485,0.34625],[0.57875,-0.31375],[-0.0225,0.395],[0.22,0.2425],[-0.3575,-0.05625],[0.19375,-0.17125],[0.54,0.03625]]",,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,999
