instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order,block_sequence.order
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,,,,,,,,40.113,44.311,"[0.3958333333333333,0.3697916666666667,0.265625,-0.6762152777777778,0.546875,0.5182291666666666]","[-0.1467013888888889,-0.2673611111111111,0.08246527777777778,0.296875,-0.3263888888888889,-0.4123263888888889]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.9230000000000018,1.3149999999999977,2.033999999999992,2.815999999999974,3.6149999999999523,4.1959999999999695]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,44.312,45.315,3,0,3,0,1,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,45.316,"[[-0.45875,-0.3],[-0.01125,-0.295],[0.54,0.03625],[0.0675,0.07375],[0.45375,0.175],[0.28875,0.39875],[0.25625,0.0975],[0.05875,-0.0575],[-0.6025,0.0725]]",45.815,45.818,46.316,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,46.317,46.816,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,46.817,47.316,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,47.316,47.817,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,47.818,48.317,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,48.317,48.819,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,,,,,,,,48.819,53.989,"[-0.4817708333333333,-0.015625,0.08854166666666667,0.6163194444444444,0.5494791666666666,0.4618055555555556,0.296875,0.5086805555555556]","[-0.3315972222222222,-0.3376736111111111,0.07465277777777778,0.03298611111111111,0.03993055555555555,0.1579861111111111,0.3663194444444444,-0.3993055555555556]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[1.16700000000003,1.8840000000000146,2.6160000000000423,3.150000000000034,3.4850000000000136,3.8029999999999973,4.336000000000013,5.16900000000004]","[""blk1"",""blk2"",""blk4"",""blk3"",""blk5"",""blk6""]","[1,1,0,0,1,1]",0,53.99,54.988,4,0,4,0,1,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,54.989,"[[0.4625,0.35875],[-0.4075,0.11875],[-0.6025,0.0725],[-0.68625,-0.225],[0.30125,-0.0175],[-0.18625,0.41125],[-0.0225,0.395],[-0.3575,-0.05625],[-0.55125,-0.13375]]",55.489,55.492,55.991,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,55.991,56.49,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,56.491,56.99,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,56.991,57.491,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,57.491,57.993,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,57.993,58.491,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,,,,,,,,58.491,64.115,"[-0.6197916666666666,0.2960069444444444,0.4583333333333333,-0.1545138888888889,-0.3368055555555556,-0.640625,0.5451388888888888]","[0.07465277777777778,-0.0234375,0.3559027777777778,0.390625,-0.046875,-0.2230902777777778,-0.4114583333333333]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1,1.8170000000000073,2.451000000000022,3.2789999999999964,4.020000000000039,4.786000000000001,5.621000000000038]","[""blk3"",""blk5"",""blk1"",""blk6"",""blk8"",""blk4""]","[0,0,0,0,0,0]",0,64.115,65.111,5,0,5,0,1,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,65.115,"[[-0.0225,0.395],[0.19375,-0.17125],[-0.01125,-0.295],[0.03125,-0.41],[0.22,0.2425],[-0.09875,0.065],[0.16625,0.3825],[0.62875,-0.1825],[-0.6025,0.0725]]",65.615,65.618,66.113,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,66.114,66.645,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,66.646,67.13,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,775956,001,2024-02-21_18h27.39.749,corsi_blocks,2023.2.2,Win32,59.95203837,,,,67.131,,3,0,3,0,1,,,,,,,,,,,,,,6,0,6,0,1,999,5
