instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,35.5873,36.0849,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,36.0857,36.5776,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,,,,,,,,36.5778,40.2244,"[0.6462962962962963,0.287962962962963,0.32407407407407407,-0.024074074074074074,0.5342592592592592]","[0.2814814814814815,0.09907407407407408,0.41203703703703703,0.4,-0.3925925925925926]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.982299999713895,1.6646999998092653,2.2431999998092635,2.7949000000953674,3.645000000000003]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,40.225,41.2192,3,0,3,0,1,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,41.2198,"[[0.30125,-0.0175],[0.365,-0.27625],[-0.285,-0.27125],[0.45375,0.175],[-0.26625,0.235],[-0.16125,-0.28],[0.28875,0.39875],[-0.485,0.34625],[0.22,0.2425]]",41.7254,41.7278,42.2063,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,42.2067,42.7058,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,42.7067,43.1978,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,43.1984,43.6921,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,43.6926,44.185,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,,,,,,,,44.1852,52.6845,"[0.30462962962962964,0.35185185185185186,-0.15555555555555556,-0.2962962962962963,0.44537037037037036,-0.2740740740740741,-0.2898148148148148,-0.28703703703703703,-0.15648148148148147,0.5027777777777778]","[0.001851851851851852,-0.25277777777777777,-0.26944444444444443,-0.25833333333333336,0.1712962962962963,0.2388888888888889,-0.27314814814814814,-0.27314814814814814,-0.27870370370370373,-0.39444444444444443]","[1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0]","[0.475599999904631,1.221499999999999,1.9191999998092655,2.3204999999999956,4.001599999904634,4.963999999999999,5.836099999904633,6.623400000095366,7.186400000095368,8.497799999713898]","[""blk1"",""blk2"",""blk6"",""blk3"",""blk4"",""blk5"",""blk3"",""blk3"",""blk6""]","[1,1,0,0,0,0]",0,52.6858,53.6979,4,0,4,0,1,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,53.6983,"[[-0.0225,0.395],[0.22,0.2425],[0.03125,-0.41],[-0.285,-0.27125],[-0.6025,0.0725],[-0.24625,0.04375],[0.45375,0.175],[-0.55125,-0.13375],[0.62875,-0.1825]]",54.1923,54.1934,54.6784,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,54.6792,55.1811,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,55.1817,55.6776,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,55.678,56.1806,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,56.1811,56.6707,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,,,,,,,,56.6711,60.9367,"[0.24722222222222223,-0.04259259259259259,0.05740740740740741,-0.28888888888888886,-0.6027777777777777,0.4925925925925926]","[0.23148148148148148,0.39814814814814814,-0.3925925925925926,-0.2833333333333333,0.08703703703703704,-0.4166666666666667]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.1408000001907368,0.7470999999046342,1.6424999999999983,2.3804000000953636,3.1945999999046393,4.262400000095376]","[""blk2"",""blk1"",""blk3"",""blk4"",""blk5""]","[0,0,1,1,1]",0,60.9374,61.9331,5,0,5,0,1,
,,,,,,,,,,,678074,001,2023-11-17_10h54.22.121,corsi_blocks,2023.2.2,Win32,60.13229104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9347
