instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,26,"[[0.54,0.03625],[-0.3575,-0.05625],[0.4625,0.35875],[0.28875,0.39875],[-0.68625,-0.225],[0.0675,0.07375],[0.25625,0.0975],[0.45375,0.175],[0.6375,0.27375]]",26.504,26.505,26.998,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,26.998,27.488,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,27.489,27.998,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,27.998,28.487,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,,,,,,,,28.487,34.43,"[0.5847222222222223,-0.4305555555555556,-0.4,0.4777777777777778,0.22083333333333333,0.2791666666666667,0.4527777777777778,0.49583333333333335,0.49583333333333335,0.46944444444444444]","[0.009722222222222222,-0.0763888888888889,-0.04027777777777778,0.35694444444444445,0.41805555555555557,0.4152777777777778,-0.3597222222222222,-0.4625,-0.43194444444444446,-0.39861111111111114]","[1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0]","[0.27500000000000213,2.341000000000001,2.6140000000000043,3.209000000000003,3.4380000000000024,3.7960000000000065,4.698,5.148000000000003,5.523000000000003,5.9410000000000025]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,34.431,35.434,2,0,2,0,1,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,35.434,"[[-0.26625,0.235],[-0.0225,0.395],[0.0675,0.07375],[-0.01875,0.235],[0.16625,0.3825],[-0.01125,-0.295],[-0.68625,-0.225],[0.365,-0.27625],[0.57875,-0.31375]]",35.928,35.93,36.428,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,36.429,36.926,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,36.927,37.416,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,37.417,37.928,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,37.928,38.416,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,,,,,,,,38.416,41.596,"[-0.25277777777777777,-0.04722222222222222,0.0625,-0.0125,0.1486111111111111,0.14722222222222223,0.4888888888888889]","[0.24583333333333332,0.39305555555555555,0.09027777777777778,0.1986111111111111,0.3263888888888889,0.3611111111111111,-0.3972222222222222]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.6850000000000023,1.1679999999999993,1.4990000000000023,1.7749999999999986,2.1140000000000043,2.4110000000000014,3.1769999999999996]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,41.596,42.594,3,0,3,0,1,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,42.599,"[[0.19375,-0.17125],[0.4625,0.35875],[-0.24625,0.04375],[-0.285,-0.27125],[-0.26625,0.235],[-0.675,0.29875],[-0.09875,0.065],[0.0675,0.07375],[-0.0225,0.395]]",43.098,43.101,43.593,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,43.594,44.083,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,44.084,44.579,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,44.58,45.076,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,45.076,45.583,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,45.584,46.075,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,,,,,,,,46.076,56.967,"[0.24583333333333332,0.21666666666666667,0.46805555555555556,-0.26944444444444443,-0.2902777777777778,-0.6291666666666667,-0.030555555555555555,-0.24861111111111112,0.5097222222222222,0.5166666666666667]","[-0.12083333333333333,-0.15138888888888888,0.2875,-0.2875,0.25972222222222224,0.30416666666666664,0.38333333333333336,0.23194444444444445,-0.3458333333333333,-0.4222222222222222]","[1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0]","[0.6869999999999976,0.9480000000000004,1.3470000000000013,2.0379999999999967,2.512999999999998,3.0120000000000005,3.4510000000000005,9.613999999999997,10.585999999999999,10.885999999999996]","[""blk1"",""blk4"",""blk5"",""blk6"",""blk9"",""blk5""]","[1,1,0,0,0,0]",0,56.969,57.973,4,0,4,0,1,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,57.973,"[[-0.485,0.34625],[0.30125,-0.0175],[0.28875,0.39875],[-0.09875,0.065],[0.62875,-0.1825],[0.4125,-0.1325],[0.45375,0.175],[0.6375,0.27375],[-0.01125,-0.295]]",58.465,58.466,58.954,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,58.954,59.456,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,59.457,59.953,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,59.953,60.454,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,60.454,60.943,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,60.943,61.435,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,,,,,,,,61.436,66.845,"[-0.4777777777777778,0.21805555555555556,0.2625,-0.15,-0.06666666666666667,0.6055555555555555,0.4152777777777778,0.33194444444444443,0.4388888888888889,0.45,0.4666666666666667,0.4875]","[0.35833333333333334,0.3736111111111111,0.375,0.0375,0.059722222222222225,-0.17083333333333334,-0.1375,-0.0125,-0.3277777777777778,-0.3541666666666667,-0.3680555555555556,-0.38472222222222224]","[1,1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0]","[0.7000000000000028,1.4309999999999974,1.8699999999999903,2.344999999999999,2.837999999999994,3.469999999999999,3.6809999999999974,3.9350000000000023,4.465999999999994,4.686999999999998,5.128,5.405999999999992]","[""blk1"",""blk3"",""blk4"",""blk5"",""blk6"",""blk2""]","[1,0,0,0,0,0]",0,66.845,67.85,5,0,5,0,1,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,67.852,"[[-0.285,-0.27125],[-0.4075,0.11875],[-0.35125,0.36625],[0.54,0.03625],[0.57875,-0.31375],[-0.6025,0.0725],[-0.01875,0.235],[0.03125,-0.41],[-0.16125,-0.28]]",68.349,68.35,68.85,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,68.85,69.347,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,69.35,69.851,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,69.852,71.154,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,71.154,71.154,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,71.154,71.281,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,406843,001,2023-11-28_15h10.03.124,corsi_blocks,2023.2.2,Win32,30.0120048,,,,,,,,,,,71.281,,,,,,,,,,,,,6,0,6,0,1,999
