instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,,,421589,001,2024-02-19_14h42.23.903,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,46.6603,47.1614,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,421589,001,2024-02-19_14h42.23.903,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,47.1619,47.6626,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,421589,001,2024-02-19_14h42.23.903,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,47.6633,48.1623,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,421589,001,2024-02-19_14h42.23.903,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,,,,,,,,48.1626,52.3771,"[-0.2255295138888889,-0.5307769097222222,-0.159140625,-0.21133246527777777,0.42377604166666666,0.5760590277777777]","[0.22445746527777777,-0.10040798611111111,0.046475694444444444,0.046475694444444444,0.35941840277777776,-0.4252473958333333]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[1.0996999998092605,1.7335999999046336,2.1997999999523117,2.5320999999046307,3.281099999904633,4.213899999856949]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,52.3777,53.3783,2,0,2,0,1,
,,,,,,,,,,,421589,001,2024-02-19_14h42.23.903,corsi_blocks,2023.2.2,MacIntel,60.24096386,53.379,"[[0.1925,-0.295],[-0.16125,-0.28],[-0.12125,-0.12625],[0.05875,-0.0575],[0.54,0.03625],[-0.285,-0.27125],[-0.6025,0.0725],[0.6375,0.27375],[0.45375,0.175]]",53.8798,53.8819,54.3774,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,421589,001,2024-02-19_14h42.23.903,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,54.378,54.8755,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,421589,001,2024-02-19_14h42.23.903,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,54.8762,55.3789,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,421589,001,2024-02-19_14h42.23.903,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,55.3795,55.8784,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,421589,001,2024-02-19_14h42.23.903,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,55.8791,56.3773,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,421589,001,2024-02-19_14h42.23.903,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,,,,,,,,56.3775,,,,,,,,,,,,,3,0,3,0,1,999
